Line No,Source,Address,Source_1,Warp Stall Sampling (All Samples),Warp Stall Sampling (Not-issued Samples),# Samples,Instructions Executed,Thread Instructions Executed,Predicated-On Thread Instructions Executed,Avg. Threads Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Tag Requests Global,L1 Conflicts Shared N-Way,L1 Wavefronts Shared Excessive,L1 Wavefronts Shared,L1 Wavefronts Shared Ideal,L2 Theoretical Sectors Global Excessive,L2 Theoretical Sectors Global,L2 Theoretical Sectors Global Ideal,L2 Theoretical Sectors Local,L2 Explicit Evict Policies,L2 Explicit Hit Policy Evict First,L2 Explicit Hit Policy Evict Last,L2 Explicit Hit Policy Evict Normal,L2 Explicit Hit Policy Evict Normal Demote,L2 Explicit Miss Policy Evict First,L2 Explicit Miss Policy Evict Normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier (Not Issued),stall_branch_resolving (Not Issued),stall_dispatch (Not Issued),stall_drain (Not Issued),stall_imc (Not Issued),stall_lg (Not Issued),stall_long_sb (Not Issued),stall_math (Not Issued),stall_membar (Not Issued),stall_mio (Not Issued),stall_misc (Not Issued),stall_no_inst (Not Issued),stall_not_selected (Not Issued),stall_selected (Not Issued),stall_short_sb (Not Issued),stall_sleeping (Not Issued),stall_tex (Not Issued),stall_wait (Not Issued),Kernel_Name,VR_dispatch_id,Divergent Branches,Reason,stall_barrier_ratio,stall_branch_resolving_ratio,stall_dispatch_ratio,stall_drain_ratio,stall_imc_ratio,stall_lg_ratio,stall_long_sb_ratio,stall_math_ratio,stall_membar_ratio,stall_mio_ratio,stall_misc_ratio,stall_no_inst_ratio,stall_not_selected_ratio,stall_selected_ratio,stall_short_sb_ratio,stall_sleep_ratio,stall_tex_ratio,stall_wait_ratio
253,int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,48,22,48,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,8,0,0,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,18,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",196,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.16666666666666666,0.0,0.0,0.6458333333333334
249,"__global__ void dot_kernel(const T * a, const T * b, T * sum, int array_size)",-,-,441,261,441,452352,14475264,14475264,992,992,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,40,0,7,76,9,108,0,0,108,0,0,0,0,0,0,0,80,0,39,0,7,0,0,85,0,0,50,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",196,0,stall_short_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2108843537414966,0.0,0.09070294784580499,0.0,0.015873015873015872,0.17233560090702948,0.02040816326530612,0.24489795918367346,0.0,0.0,0.24489795918367346
170,},-,-,28879,20695,28879,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,469,0,260,0,0,0,0,24802,73,366,0,146,117,0,0,0,2646,0,388,0,240,0,0,0,0,17871,57,270,0,0,0,0,0,0,1869,"void copy_kernel<double>(const T1 *, T1 *)",197,0,stall_membar,0.0,0.016240174521278437,0.0,0.009003081824162887,0.0,0.0,0.0,0.0,0.8588247515495689,0.0025277883583226567,0.012673569029398524,0.0,0.005055576716645313,0.004051386820873299,0.0,0.0,0.0,0.09162367117975
169,c[i] = a[i];,-,-,21672,16587,21672,33554432,1073741824,1073741824,1024,1024,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,13448,346,0,0,0,0,138,519,0,0,0,7221,0,0,0,0,0,0,11672,336,0,0,0,0,0,0,0,0,0,4579,"void copy_kernel<double>(const T1 *, T1 *)",197,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6205241786637136,0.015965300849021778,0.0,0.0,0.0,0.0,0.00636766334440753,0.023947951273532667,0.0,0.0,0.0,0.3331949058693245
168,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1920,1092,1920,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1,0,0,44,90,461,0,0,1287,0,0,0,0,0,0,0,32,0,1,0,0,0,0,307,0,0,752,"void copy_kernel<double>(const T1 *, T1 *)",197,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019270833333333334,0.0,0.0005208333333333333,0.0,0.0,0.022916666666666665,0.046875,0.24010416666666667,0.0,0.0,0.6703125
166,"__global__ void copy_kernel(const T * a, T * c)",-,-,4900,2818,4900,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,40,0,85,236,197,1421,0,0,2606,0,0,0,0,0,0,0,294,0,37,0,73,0,0,926,0,0,1488,"void copy_kernel<double>(const T1 *, T1 *)",197,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06428571428571428,0.0,0.00816326530612245,0.0,0.017346938775510204,0.04816326530612245,0.040204081632653065,0.29,0.0,0.0,0.5318367346938776
187,},-,-,31089,22252,31089,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,480,0,302,0,0,0,0,26893,83,323,0,156,132,0,0,0,2720,0,402,0,269,0,0,0,0,19360,76,226,0,0,0,0,0,0,1919,"void mul_kernel<double>(T1 *, const T1 *)",198,0,stall_membar,0.0,0.015439544533436263,0.0,0.00971404676895365,0.0,0.0,0.0,0.0,0.8650326482035446,0.002669754575573354,0.010389526842291486,0.0,0.005017851973366786,0.0042458747466949725,0.0,0.0,0.0,0.08749075235613883
186,b[i] = scalar * c[i];,-,-,22324,16646,22324,36700160,1174405120,1174405120,1120,1120,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,13148,295,0,0,0,0,115,582,0,0,0,8184,0,0,0,0,0,0,11233,286,0,0,0,0,0,0,0,0,0,5127,"void mul_kernel<double>(T1 *, const T1 *)",198,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.5889625515140656,0.013214477692169862,0.0,0.0,0.0,0.0,0.0051514065579645225,0.02607059666726393,0.0,0.0,0.0,0.3666009675685361
185,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1429,801,1429,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,3,0,0,31,71,387,0,0,906,0,0,0,0,0,0,0,27,0,2,0,0,0,0,250,0,0,522,"void mul_kernel<double>(T1 *, const T1 *)",198,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021693491952414275,0.0,0.002099370188943317,0.0,0.0,0.021693491952414275,0.0496850944716585,0.2708187543736879,0.0,0.0,0.6340097970608818
182,"__global__ void mul_kernel(T * b, const T * c)",-,-,3898,2215,3898,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,273,0,49,0,70,229,141,1106,0,0,2029,0,0,1,0,0,0,0,254,0,45,0,62,0,0,718,0,0,1135,"void mul_kernel<double>(T1 *, const T1 *)",198,0,stall_wait,0.0,0.0,0.0002565418163160595,0.0,0.0,0.0,0.0,0.07003591585428424,0.0,0.012570548999486916,0.0,0.017957927142124165,0.05874807593637763,0.03617239610056439,0.28373524884556184,0.0,0.0,0.5205233453052848
203,},-,-,16398,12484,16398,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,385,0,234,0,0,0,0,13813,38,184,0,83,69,0,0,0,1592,0,304,0,208,0,0,0,0,10667,34,117,0,0,0,0,0,0,1154,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",199,0,stall_membar,0.0,0.023478472984510307,0.0,0.014270032930845226,0.0,0.0,0.0,0.0,0.8423588242468594,0.002317355775094524,0.011220880595194535,0.0,0.005061592877180144,0.004207830223197951,0.0,0.0,0.0,0.09708501036711795
202,c[i] = a[i] + b[i];,-,-,45578,34622,45578,51380224,1644167168,1644167168,1568,1568,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,0,0,0,0,30381,972,0,0,0,0,589,885,0,0,0,12751,0,0,0,0,0,0,25652,924,0,0,0,0,0,0,0,0,0,8046,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",199,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6665715915573303,0.02132607837114397,0.0,0.0,0.0,0.0,0.012922901399798148,0.019417262714467507,0.0,0.0,0.0,0.27976216595726006
201,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3973,2042,3973,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,2,0,0,0,0,145,0,5,0,0,147,186,931,0,0,2557,0,0,1,0,0,0,0,127,0,4,0,0,0,0,550,0,0,1360,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",199,0,stall_wait,0.0,0.0,0.0005033979360684622,0.0,0.0,0.0,0.0,0.0364963503649635,0.0,0.0012584948401711553,0.0,0.0,0.03699974830103197,0.046816008054366975,0.2343317392398691,0.0,0.0,0.6435942612635288
199,"__global__ void add_kernel(const T * a, const T * b, T * c)",-,-,12399,6602,12399,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,63,0,103,989,481,2655,0,0,6918,0,0,0,0,0,0,0,1103,0,55,0,89,0,0,1699,0,0,3656,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",199,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959754818937011,0.0,0.0050810549237841765,0.0,0.008307121542059844,0.07976449713686587,0.0387934510847649,0.2141301717880474,0.0,0.0,0.5579482216307767
220,},-,-,17386,13074,17386,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,330,0,189,0,0,0,0,14718,22,185,0,74,83,0,0,0,1785,0,263,0,166,0,0,0,0,11223,21,126,0,0,0,0,0,0,1275,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",200,0,stall_membar,0.0,0.01898078914068791,0.0,0.01087081559875762,0.0,0.0,0.0,0.0,0.8465431956746807,0.0012653859427125273,0.010640745427355344,0.0,0.0042562981709421376,0.004773956056597262,0.0,0.0,0.0,0.10266881398826642
219,a[i] = b[i] + scalar * c[i];,-,-,46543,34847,46543,54525952,1744830464,1744830464,1664,1664,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,1,0,0,0,30379,929,0,0,0,0,639,954,0,0,0,13641,0,0,0,0,0,0,25318,877,0,0,0,0,0,0,0,0,0,8652,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",200,0,stall_long_sb,0.0,0.0,2.1485508024837247e-05,0.0,0.0,0.0,0.6527082482865307,0.019960036955073802,0.0,0.0,0.0,0.0,0.013729239627871,0.020497174655694735,0.0,0.0,0.0,0.2930838149668049
218,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3977,2025,3977,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,163,0,4,0,0,142,171,997,0,0,2499,0,0,0,0,0,0,0,145,0,3,0,0,0,0,574,0,0,1303,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",200,0,stall_wait,0.0,0.0,0.00025144581342720644,0.0,0.0,0.0,0.0,0.04098566758863465,0.0,0.0010057832537088258,0.0,0.0,0.035705305506663315,0.0429972340960523,0.2506914759869248,0.0,0.0,0.6283630877545889
215,"__global__ void triad_kernel(T * a, const T * b, const T * c)",-,-,11828,6286,11828,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,1114,0,70,0,80,910,452,2440,0,0,6761,0,0,1,0,0,0,0,1051,0,63,0,67,0,0,1540,0,0,3564,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",200,0,stall_wait,0.0,0.0,8.454514710855597e-05,0.0,0.0,0.0,0.0,0.09418329387893135,0.0,0.005918160297598918,0.0,0.006763611768684477,0.07693608386878593,0.038214406493067295,0.20629015894487657,0.0,0.0,0.5716097396009469
271,},-,-,499,408,499,60192,1867776,1867776,124,124,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,14,0,5,0,0,0,0,412,0,4,0,2,4,0,0,0,58,0,11,0,5,0,0,0,0,346,0,4,0,0,0,0,0,0,42,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_membar,0.0,0.028056112224448898,0.0,0.01002004008016032,0.0,0.0,0.0,0.0,0.8256513026052105,0.0,0.008016032064128256,0.0,0.004008016032064128,0.008016032064128256,0.0,0.0,0.0,0.11623246492985972
270,sum[blockIdx.x] = tb_sum[local_i];,-,-,85,77,85,22344,22344,22344,49,49,"Global,Shared","Load,Store",64(2),456,1,0,456,456,0,456,456,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7,0,0,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,69,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.08235294117647059,0.0,0.0,0.8470588235294118
269,if (local_i == 0),-,-,42,18,42,58824,1868232,1867776,129,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,456,stall_wait,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.9285714285714286
265,tb_sum[local_i] += tb_sum[local_i+offset];,-,-,443,201,443,1133160,32658720,32658720,1711,1711,Shared(3),"Load(2),Store",64(3),0,3,0,91656,91656,0,0,0,0,,0,0,0,0,0,0,0,12,0,0,0,0,8,15,0,0,0,2,4,23,8,0,0,371,0,4,0,0,0,0,3,13,0,0,0,0,0,0,3,0,0,178,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_wait,0.0,0.02708803611738149,0.0,0.0,0.0,0.0,0.01805869074492099,0.033860045146726865,0.0,0.0,0.0,0.004514672686230248,0.009029345372460496,0.05191873589164785,0.01805869074492099,0.0,0.0,0.837471783295711
263,if (local_i < offset),-,-,3520,2591,3520,1621536,51830328,51363840,380,376,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,3025,0,0,0,0,0,0,35,0,7,0,0,16,31,0,0,0,406,2380,0,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,174,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,2280,stall_barrier,0.859375,0.0,0.0,0.0,0.0,0.0,0.0,0.009943181818181818,0.0,0.0019886363636363634,0.0,0.0,0.004545454545454545,0.008806818181818181,0.0,0.0,0.0,0.11534090909090909
262,__syncthreads();,-,-,51,23,51,145920,4669440,4669440,32,32,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,35,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_wait,0.0,0.2549019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.6862745098039216
260,for (int offset = blockDim.x / 2; offset > 0; offset /= 2),-,-,3008,1470,3008,9470208,303046656,298377216,3328,3298,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,61,3,0,0,0,0,104,0,119,0,0,31,202,30,0,0,2458,0,30,1,0,0,0,0,102,0,78,0,0,0,0,12,0,0,1247,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_wait,0.0,0.020279255319148936,0.0009973404255319148,0.0,0.0,0.0,0.0,0.034574468085106384,0.0,0.03956117021276596,0.0,0.0,0.010305851063829786,0.06715425531914894,0.00997340425531915,0.0,0.0,0.817154255319149
258,tb_sum[local_i] += a[i] * b[i];,-,-,43290,22463,43290,77594624,2483027968,2483027968,2368,2368,"Global(2),Shared(2)","Load(3),Store",64(4),4194304,4,0,4194304,4194304,0,16777216,16777216,0,,0,0,0,0,0,0,0,50,22,0,0,0,20665,2088,0,0,0,2,1605,1233,516,0,0,17109,0,17,20,0,0,0,11635,1866,0,0,0,0,0,0,236,0,0,8689,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_long_sb,0.0,0.001155001155001155,0.0005082005082005083,0.0,0.0,0.0,0.4773619773619774,0.048232848232848236,0.0,0.0,0.0,4.62000462000462e-05,0.037075537075537075,0.028482328482328484,0.01191961191961192,0.0,0.0,0.3952182952182952
257,for (; i < array_size; i += blockDim.x*gridDim.x),-,-,5284,2496,5284,17971712,575094784,541540352,704,672,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,97,5,0,0,0,10,346,0,0,0,2,316,309,355,0,0,3844,0,41,4,0,0,0,9,298,0,0,0,1,0,0,197,0,0,1946,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_wait,0.0,0.018357305071915214,0.0009462528387585163,0.0,0.0,0.0,0.0018925056775170325,0.06548069644208933,0.0,0.0,0.0,0.0003785011355034065,0.05980317940953823,0.05847842543527631,0.06718395155185465,0.0,0.0,0.7274791824375473
256,tb_sum[local_i] = {};,-,-,189,105,189,481536,15409152,15409152,1056,1056,Shared,Store,64,0,2,0,29184,29184,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,23,2,10,0,0,112,0,0,0,0,0,0,0,38,0,0,0,0,0,0,6,0,0,61,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.12169312169312169,0.010582010582010581,0.05291005291005291,0.0,0.0,0.5925925925925926
254,const size_t local_i = threadIdx.x;,-,-,58,30,58,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,43,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.10344827586206896,0.05172413793103448,0.0,0.0,0.0,0.7413793103448276
253,int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,41,20,41,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,9,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,14,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.04878048780487805,0.04878048780487805,0.21951219512195122,0.0,0.0,0.6097560975609756
249,"__global__ void dot_kernel(const T * a, const T * b, T * sum, int array_size)",-,-,454,259,454,452352,14475264,14475264,992,992,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,57,0,15,87,10,101,0,0,101,0,0,0,0,0,0,0,71,0,56,0,15,0,0,73,0,0,44,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",201,0,stall_short_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1828193832599119,0.0,0.12555066079295155,0.0,0.03303964757709251,0.19162995594713655,0.022026431718061675,0.22246696035242292,0.0,0.0,0.22246696035242292
170,},-,-,29248,21121,29248,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,452,0,278,0,0,0,0,25235,67,351,0,139,146,0,0,0,2580,0,369,0,244,0,0,0,0,18355,58,244,0,0,0,0,0,0,1851,"void copy_kernel<double>(const T1 *, T1 *)",202,0,stall_membar,0.0,0.015454048140043765,0.0,0.00950492341356674,0.0,0.0,0.0,0.0,0.8627940371991247,0.002290754923413567,0.01200082056892779,0.0,0.00475246170678337,0.004991794310722101,0.0,0.0,0.0,0.08821115973741794
169,c[i] = a[i];,-,-,21494,16468,21494,33554432,1073741824,1073741824,1024,1024,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,2,0,0,0,13473,315,0,0,0,0,127,505,0,0,0,7072,0,0,2,0,0,0,11730,309,0,0,0,0,0,0,0,0,0,4427,"void copy_kernel<double>(const T1 *, T1 *)",202,0,stall_long_sb,0.0,0.0,9.304922303898763e-05,0.0,0.0,0.0,0.6268260910021402,0.014655252628640552,0.0,0.0,0.0,0.0,0.005908625662975714,0.023494928817344374,0.0,0.0,0.0,0.32902205266586027
168,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1810,1011,1810,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,39,99,468,0,0,1177,0,0,0,0,0,0,0,22,0,1,0,0,0,0,305,0,0,683,"void copy_kernel<double>(const T1 *, T1 *)",202,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014364640883977901,0.0,0.0005524861878453039,0.0,0.0,0.02154696132596685,0.054696132596685085,0.2585635359116022,0.0,0.0,0.6502762430939226
166,"__global__ void copy_kernel(const T * a, T * c)",-,-,4891,2832,4891,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,48,0,74,262,163,1413,0,0,2611,0,0,0,0,0,0,0,305,0,41,0,60,0,0,926,0,0,1500,"void copy_kernel<double>(const T1 *, T1 *)",202,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06542629319157636,0.0,0.009813943978736455,0.0,0.015129830300552035,0.05356777755060315,0.03332651809445921,0.28889797587405436,0.0,0.0,0.5338376610100184
187,},-,-,31142,22146,31142,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,520,0,285,0,0,0,0,26809,94,355,0,144,140,0,0,0,2795,0,441,0,250,0,0,0,0,19127,84,252,0,0,0,0,0,0,1992,"void mul_kernel<double>(T1 *, const T1 *)",203,0,stall_membar,0.0,0.016697707276347055,0.0,0.009151628026459444,0.0,0.0,0.0,0.0,0.8608631430222851,0.0030184316999550447,0.011399396313660009,0.0,0.004623980476526877,0.0044955365744011305,0.0,0.0,0.0,0.08975017661036543
186,b[i] = scalar * c[i];,-,-,22078,16428,22078,36700160,1174405120,1174405120,1120,1120,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,12959,305,0,0,0,0,120,581,0,0,0,8113,0,0,0,0,0,0,11090,297,0,0,0,0,0,0,0,0,0,5041,"void mul_kernel<double>(T1 *, const T1 *)",203,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.5869643989491802,0.01381465712473956,0.0,0.0,0.0,0.0,0.005435274934323761,0.02631578947368421,0.0,0.0,0.0,0.3674698795180723
185,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1463,796,1463,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,25,70,387,0,0,942,0,0,0,0,0,0,0,30,0,3,0,0,0,0,241,0,0,522,"void mul_kernel<double>(T1 *, const T1 *)",203,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02460697197539303,0.0,0.002050580997949419,0.0,0.0,0.017088174982911826,0.04784688995215311,0.26452494873547505,0.0,0.0,0.6438824333561176
182,"__global__ void mul_kernel(T * b, const T * c)",-,-,3926,2239,3926,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,53,0,56,236,132,1186,0,0,2006,0,0,0,0,0,0,0,236,0,52,0,43,0,0,788,0,0,1120,"void mul_kernel<double>(T1 *, const T1 *)",203,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06546102903718798,0.0,0.013499745287824758,0.0,0.014263881813550688,0.06011207335710647,0.033622007131940905,0.3020886398369842,0.0,0.0,0.5109526235354049
203,},-,-,17031,13021,17031,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,403,0,243,0,0,0,0,14258,44,216,0,81,83,0,0,0,1703,0,325,0,210,0,0,0,0,11073,40,147,0,0,0,0,0,0,1226,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",204,0,stall_membar,0.0,0.02366273266396571,0.0,0.014268099348247314,0.0,0.0,0.0,0.0,0.8371792613469555,0.002583524161822559,0.012682754976219835,0.0,0.004756033116082438,0.004873466032528918,0.0,0.0,0.0,0.09999412835417767
202,c[i] = a[i] + b[i];,-,-,45792,34956,45792,51380224,1644167168,1644167168,1568,1568,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,0,0,0,0,30551,933,0,0,0,0,611,911,0,0,0,12786,0,0,0,0,0,0,25917,902,0,0,0,0,0,0,0,0,0,8137,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",204,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6671689378057303,0.020374737945492664,0.0,0.0,0.0,0.0,0.013342941998602377,0.01989430468204053,0.0,0.0,0.0,0.2792190775681342
201,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3925,1992,3925,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,5,0,0,117,185,945,0,0,2507,0,0,0,0,0,0,0,146,0,3,0,0,0,0,520,0,0,1323,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",204,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04229299363057325,0.0,0.0012738853503184713,0.0,0.0,0.02980891719745223,0.04713375796178344,0.24076433121019108,0.0,0.0,0.6387261146496815
